iata,name,city,country_code,size_rank
UTN,Upington Airport,Upington,ZA,1
UTO,Indian Mountain LRRS Airport,Utopia Creek,US,1
UTT,K. D. Matanzima Airport,Mthatha,ZA,1
UUA,Bugulma Airport,Bugulma,RU,1
UVE,Ouvéa Airport,Ouvéa,NC,1
UYL,Nyala Airport,Nyala,SD,1
UYN,Yulin Yuyang Airport,Yulin,CN,1
VAI,Vanimo Airport,Vanimo,PG,1
VAM,Villa International Airport Maamigili,Maamigili,MV,1
VAN,Van Ferit Melen Airport,Van,TR,1
VAQ,Vanavara Airport,Vanavara,RU,1
VAS,Sivas Nuri Demirağ Airport,Sivas,TR,1
VAW,"Vardø Airport, Svartnes",Vardø,NO,1
VBS,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,1
VCS,Con Dao Airport,Con Dao,VN,1
VCT,Victoria Regional Airport,Victoria,US,1
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,1
VDE,El Hierro Airport,El Hierro Island,ES,1
VDH,Dong Hoi Airport,Dong Hoi,VN,1
VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR,1
VDO,Van Don International Airport,Van Don,VN,1
VDS,Vadsø Airport,Vadsø,NO,1
VDZ,Valdez Pioneer Field,Valdez,US,1
VEL,Vernal Regional Airport,Vernal,US,1
VEO,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,1
VGO,Vigo Airport,Vigo,ES,1
VHM,Vilhelmina South Lapland Airport,Vilhelmina,SE,1
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,1
VII,Vinh Airport,Vinh,VN,1
VIJ,Virgin Gorda Airport,Spanish Town,VG,1
VIT,Vitoria Airport,Alava,ES,1
VKG,Rach Gia Airport,Rach Gia,VN,1
VKT,Vorkuta Airport,Vorkuta,RU,1
VLD,Valdosta Regional Airport,Valdosta,US,1
VLL,Valladolid Airport,Valladolid,ES,1
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,VE,1
VMU,Baimuru Airport,Baimuru,PG,1
VNX,Vilankulo Airport,Vilanculo,MZ,1
VOL,Nea Anchialos National Airport,Nea Anchialos,GR,1
VOZ,Voronezh International Airport,Voronezh,RU,1
VPE,Ngjiva Pereira Airport,Ngiva,AO,1
VPN,Vopnafjörður Airport,Vopnafjörður,IS,1
VPS,Destin-Fort Walton Beach Airport,Valparaiso,US,1
VPY,Chimoio Airport,Chimoio,MZ,1
VQS,Antonio Rivera Rodriguez Airport,Vieques,PR,1
VRB,Vero Beach Regional Airport,Vero Beach,US,1
VRC,Virac Airport,Virac,PH,1
VRL,Vila Real Airport,Vila Real,PT,1
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,1
VTU,Hermanos Ameijeiras Airport,Las Tunas,CU,1
VUP,Alfonso López Pumarejo Airport,Valledupar,CO,1
VUS,Velikiy Ustyug Airport,Velikiy Ustyug,RU,1
VVC,Vanguardia Airport,Villavicencio,CO,1
VVZ,Illizi Takhamalt Airport,Illizi,DZ,1
VXC,Lichinga Airport,Lichinga,MZ,1
VXO,Växjö Kronoberg Airport,Växjö,SE,1
VYI,Vilyuisk Airport,Vilyuisk,RU,1
WAE,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,1
WAG,Wanganui Airport,Wanganui,NZ,1
WBM,Wapenamanda Airport,Wapenamanda,PG,1
WDS,Shiyan Wudangshan Airport,Shiyan (Maojian),CN,1
WEF,Weifang Nanyuan Airport,Weifang (Kuiwen),CN,1
WEH,Weihai Dashuibo Airport,Weihai,CN,1
WEI,Weipa Airport,Weipa,AU,1
WGA,Wagga Wagga Airport,Forest Hill,AU,1
WGE,Walgett Airport,Walgett Airport,AU,1
WGN,Shaoyang Wugang Airport,Shaoyang (Wugang),CN,1
WHA,Wuhu Xuanzhou Airport,Wuhu,CN,1
WHK,Whakatāne Airport,Whakatāne,NZ,1
WIC,Wick John O'Groats Airport,Wick,GB,1
WIL,Nairobi Wilson Airport,Nairobi,KE,1
WIN,Winton Airport,Winton Airport,AU,1
WJR,Wajir Airport,Wajir,KE,1
WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR,1
WKA,Wanaka Airport,Wanaka,NZ,1
WKJ,Wakkanai Airport,Wakkanai,JP,1
WKK,Aleknagik / New Airport,Aleknagik,US,1
WMN,Maroantsetra Airport,Maroantsetra,MG,1
WMT,Zunyi Maotai Airport,Zunyi,CN,1
WMX,Wamena Airport,Wamena,ID,1
WNI,Matahora Airport,Wangi-wangi Island,ID,1
WNP,Naga Airport,Naga,PH,1
WNR,Windorah Airport,Windorah,AU,1
WNS,Shaheed Benazirabad Airport,Nawabashah,PK,1
WOS,Wonsan Kalma Airport,Wonsan,KP,1
WRE,Whangarei Airport,Whangarei,NZ,1
WRG,Wrangell Airport,Wrangell,US,1
WST,Westerly State Airport,Westerly,US,1
WSZ,Westport Airport,Westport,NZ,1
WUA,Wuhai Airport,Wuhai,CN,1
WUN,Wiluna Airport,Wiluna Airport,AU,1
WUS,Nanping Wuyishan Airport,Wuyishan,CN,1
WUU,Wau Airport,Wau,SS,1
WUZ,Wuzhou Xijiang Airport,Tangbu,CN,1
WWK,Wewak International Airport,Wewak,PG,1
WYA,Whyalla Airport,Whyalla,AU,1
WYS,Yellowstone Airport,West Yellowstone,US,1
XAI,Xinyang Minggang Airport,Xinyang,CN,1
XAP,Serafin Enoss Bertaso Airport,Chapecó,BR,1
XCH,Christmas Island International Airport,Flying Fish Cove,CX,1
XCR,Chalons Vatry airport,Chalons en Champagne,FR,1
XFN,Xiangyang Liuji Airport,Xiangyang (Xiangzhou),CN,1
XIC,Xichang Qingshan Airport,Liangshan (Xichang),CN,1
XIL,Xilinhot Airport,Xilinhot,CN,1
XKS,Kasabonika Airport,Kasabonika,CA,1
XMH,Manihi Airport,Manihi Airport,PF,1
XMS,Coronel E Carvajal Airport,Macas,EC,1
XNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US,1
XQP,Quepos Managua Airport,Quepos,CR,1
XQU,Qualicum Beach Airport,Qualicum Beach,CA,1
XRY,Jerez Airport,Jerez de la Frontera,ES,1
XSC,South Caicos Airport,South Caicos,TC,1
XSP,Seletar Airport,Seletar,SG,1
XTG,Thargomindah Airport,Thargomindah,AU,1
XUZ,Xuzhou Guanyin International Airport,Xuzhou,CN,1
XWA,Williston Basin International Airport,Williston,US,1
YAA,Anahim Lake Airport,Anahim Lake,CA,1
YAG,Fort Frances Municipal Airport,Fort Frances,CA,1
YAK,Yakutat Airport,Yakutat,US,1
YAM,Sault Ste Marie Airport,Sault Ste Marie,CA,1
YAY,St. Anthony Airport,St. Anthony,CA,1
YAZ,Tofino / Long Beach Airport,Tofino,CA,1
YBC,Baie-Comeau Airport,Baie-Comeau,CA,1
YBG,Saguenay-Bagotville Airport,Saguenay,CA,1
YBK,Baker Lake Airport,Baker Lake,CA,1
YBL,Campbell River Airport,Campbell River,CA,1
YBP,Yibin Wuliangye Airport,Yibin (Cuiping),CN,1
YBR,Brandon Municipal Airport,Brandon,CA,1
YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,1
YBY,Bonnyville Airport,Bonnyville,CA,1
YCB,Cambridge Bay Airport,Cambridge Bay,CA,1
YCD,Nanaimo Airport,Nanaimo,CA,1
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,1
YCM,Niagara District Airport,Niagara-on-the-Lake,CA,1
YDA,Dawson City Airport,Dawson City,CA,1
YDF,Deer Lake Airport,Deer Lake,CA,1
YDN,Dauphin Barker Airport,Dauphin,CA,1
YEI,Bursa Yenişehir Airport,Yenişehir,TR,1
YEV,Inuvik Mike Zubko Airport,Inuvik,CA,1
YFB,Iqaluit Airport,Iqaluit,CA,1
YFC,Fredericton International Airport,Fredericton,CA,1
YFS,Fort Simpson Airport,Fort Simpson,CA,1
YGJ,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP,1
YGL,La Grande Rivière Airport,La Grande Rivière,CA,1
YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA,1
YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,1
YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,1
YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,1
YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,1
YHY,Hay River / Merlyn Carter Airport,Hay River,CA,1
YIC,Yichun Mingyueshan Airport,Yichun,CN,1
YIE,Arxan Yi'ershi Airport,Arxan,CN,1
YIF,St Augustin Airport,St-Augustin,CA,1
YIH,Yichang Sanxia Airport,Yichang (Xiaoting),CN,1
YIN,Ili Yining International Airport,Ili (Yining / Ghulja),CN,1
YIV,Island Lake Airport,Island Lake,CA,1
YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA,1
YKF,Region of Waterloo International Airport,Breslau,CA,1
YKH,Yingkou Lanqi Airport,Yingkou (Laobian),CN,1
YKL,Schefferville Airport,Schefferville,CA,1
YKM,Yakima Air Terminal McAllister Field,Yakima,US,1
YKO,Hakkari Yüksekova Airport,Hakkari,TR,1
YLK,Barrie-Lake Simcoe Regional Airport,Barrie,CA,1
YLL,Lloydminster Airport,Lloydminster,CA,1
YLX,Yulin Fumian Airport,Yulin,CN,1
YMM,Fort McMurray International Airport,Fort McMurray,CA,1
YMO,Moosonee Airport,Moosonee,CA,1
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE,1
YMT,Chapais Airport,Chibougamau,CA,1
YMX,Montreal Mirabel International Airport,Montréal,CA,1
YNA,Natashquan Airport,Natashquan,CA,1
YND,Ottawa / Gatineau Airport,Gatineau,CA,1
YNJ,Yanji Chaoyangchuan Airport,Yanji,CN,1
YNL,Points North Landing Airport,Points North Landing,CA,1
YOJ,High Level Airport,High Level,CA,1
YOL,Yola Airport,Yola,NG,1
YPA,Prince Albert Glass Field,Prince Albert,CA,1
YPE,Peace River Airport,Peace River,CA,1
YPL,Pickle Lake Airport,Pickle Lake,CA,1
YPN,Port-Menier Airport,Port-Menier,CA,1
YPQ,Peterborough Regional Airport,Peterborough,CA,1
YPR,Prince Rupert Airport,Prince Rupert,CA,1
YPW,Powell River Airport,Powell River,CA,1
YPX,Puvirnituq Airport,Puvirnituq,CA,1
YPY,Fort Chipewyan Airport,Fort Chipewyan,CA,1
YPZ,Burns Lake Airport,Burns Lake,CA,1
YQA,Muskoka Airport,Gravenhurst,CA,1
YQD,The Pas Airport,The Pas,CA,1
YQH,Watson Lake Airport,Watson Lake,CA,1
YQK,Kenora Airport,Kenora,CA,1
YQL,Lethbridge County Airport,Lethbridge,CA,1
YQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,1
YQN,Nakina Airport,Nakina,CA,1
YQQ,Comox Valley International Airport / CFB Comox,Comox,CA,1
YQR,Regina International Airport,Regina,CA,1
YQT,Thunder Bay International Airport,Thunder Bay,CA,1
YQU,Grande Prairie Airport,Grande Prairie,CA,1
YQX,Gander International Airport,Gander,CA,1
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,1
YQZ,Quesnel Airport,Quesnel,CA,1
YRB,Resolute Bay Airport,Resolute Bay,CA,1
YRJ,Roberval Airport,Roberval,CA,1
YRL,Red Lake Airport,Red Lake,CA,1
YRO,Ottawa / Rockcliffe Airport,Ottawa,CA,1
YRT,Rankin Inlet Airport,Rankin Inlet,CA,1
YSB,Sudbury Airport,Sudbury,CA,1
YSF,Stony Rapids Airport,Stony Rapids,CA,1
YSJ,Saint John Airport,Saint John,CA,1
YSM,Fort Smith Airport,Fort Smith,CA,1
YSQ,Songyuan Chaganhu Airport,Qian Gorlos Mongol Autonomous County,CN,1
YTH,Thompson Airport,Thompson,CA,1
YTS,Timmins/Victor M. Power,Timmins,CA,1
YTY,Yangzhou Taizhou Airport,Yangzhou,CN,1
YTZ,Billy Bishop Toronto City Airport,Toronto,CA,1
YUM,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US,1
YUS,Yushu Batang Airport,Yushu (Batang),CN,1
YUX,Hall Beach Airport,Sanirajak,CA,1
YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,1
YVB,Bonaventure Airport,Bonaventure,CA,1
YVC,La Ronge Airport,La Ronge,CA,1
YVO,Val-d'Or Airport,Val-d'Or,CA,1
YVP,Kuujjuaq Airport,Kuujjuaq,CA,1
YVQ,Norman Wells Airport,Norman Wells,CA,1
YVV,Wiarton Airport,Wiarton,CA,1
YWK,Wabush Airport,Wabush,CA,1
YWL,Williams Lake Airport,Williams Lake,CA,1
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,1
YXH,Medicine Hat Regional Airport,Medicine Hat,CA,1
YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,1
YXL,Sioux Lookout Airport,Sioux Lookout,CA,1
YXS,Prince George (International) Airport,Prince George,CA,1
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,1
YXU,London International Airport,London,CA,1
YXX,Abbotsford International Airport,Abbotsford,CA,1
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,1
YYA,Yueyang Sanhe Airport,Yueyang (Yueyanglou),CN,1
YYB,North Bay Jack Garland Airport,North Bay,CA,1
YYD,Smithers Airport,Smithers,CA,1
YYE,Fort Nelson Airport,Fort Nelson,CA,1
YYF,Penticton Airport,Penticton,CA,1
YYG,Charlottetown Airport,Charlottetown,CA,1
YYL,Lynn Lake Airport,Lynn Lake,CA,1
YYQ,Churchill Airport,Churchill,CA,1
YYR,Goose Bay Airport,Goose Bay,CA,1
YYY,Mont Joli Airport,Mont-Joli,CA,1
YZF,Yellowknife International Airport,Yellowknife,CA,1
YZP,Sandspit Airport,Sandspit,CA,1
YZS,Coral Harbour Airport,Coral Harbour,CA,1
YZT,Port Hardy Airport,Port Hardy,CA,1
YZU,Whitecourt Airport,Whitecourt,CA,1
YZV,Sept-Îles Airport,Sept-Îles,CA,1
YZY,Zhangye Ganzhou Airport,Zhangye (Ganzhou),CN,1
ZAL,Pichoy Airport,Valdivia,CL,1
ZAT,Zhaotong Zhaoyang Airport,Zhaotong,CN,1
ZBF,Bathurst Airport,South Tetagouche,CA,1
ZBR,Chabahar Konarak International Airport,Konarak,IR,1
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,MX,1
ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA,1
ZHY,Zhongwei Shapotou Airport,Zhongwei (Shapotou),CN,1
ZIG,Ziguinchor Airport,Ziguinchor,SN,1
ZIX,Zhigansk Airport,Zhigansk,RU,1
ZKP,Zyryanka Airport,Zyryanka,RU,1
ZLO,Playa de Oro International Airport,Manzanillo,MX,1
ZMT,Masset Airport,Masset,CA,1
ZND,Zinder Airport,Zinder,NE,1
ZNE,Newman Airport,Newman,AU,1
ZOS,Cañal Bajo Carlos Hott Siebert Airport,Osorno,CL,1
ZQZ,Zhangjiakou Ningyuan Airport,Zhangjiakou,CN,1
ZSJ,Sandy Lake Airport,Sandy Lake,CA,1
ZTH,Zakynthos International Airport Dionysios Solomos,Zakynthos,GR,1
ZYI,Zunyi Xinzhou Airport,Zunyi,CN,1
AAK,Aranuka Airport,Buariki,KI,2
AAZ,Quezaltenango Airport,Quezaltenango,GT,2
ABM,Northern Peninsula Airport,Bamaga,AU,2
ABU,AA Bere Tallo (Haliwen) Airport,Atambua,ID,2
ACF,Aral Tarim Airport,Aral,CN,2
AET,Allakaket Airport,Allakaket,US,2
AGE,Wangerooge Airport,Wangerooge,DE,2
AGI,Wageningen Airstrip,Wageningen,SR,2
AGJ,Aguni Airport,Aguni,JP,2
AGM,Tasiilaq Heliport,Tasiilaq,GL,2
AGN,Angoon Seaplane Base,Angoon,US,2
AIP,Adampur Airport,Adampur,IN,2
AIT,Aitutaki Airport,Aitutaki,CK,2
AIU,Enua Airport,Atiu Island,CK,2
AKA,Ankang Fuqiang Airport,Ankang (Hanbin),CN,2
AKB,Atka Airport,Atka,US,2
AKI,Akiak Airport,Akiak,US,2
AKK,Akhiok Airport,Akhiok,US,2
AKS,Gwaunaru'u Airport,Auki,SB,2
AKV,Akulivik Airport,Akulivik,CA,2
ALZ,Alitak Seaplane Base,Lazy Bay,US,2
ANS,Andahuaylas Airport,Andahuaylas,PE,2
AOQ,Aappilattoq Heliport,Aappilattoq,GL,2
AOS,Amook Bay Seaplane Base,Amook Bay,US,2
APK,Apataki Airport,Apataki,PF,2
ARD,Alor Island - Mali Airport,Kabola,ID,2
ATT,Atmautluak Airport,Atmautluak,US,2
AUK,Alakanuk Airport,Alakanuk,US,2
AUL,Aur Island Airport,Aur Atoll,MH,2
AUU,Aurukun Airport,Aurukun,AU,2
BAS,Ballalae Airport,Ballalae,SB,2
BAZ,Barcelos Airport,Barcelos,BR,2
BBG,Butaritari Airport,Butaritari,KI,2
BBR,Basse-Terre Baillif Airport,Basse-Terre,GP,2
BDD,Badu Island Airport,Badu Island,AU,2
BDP,Bhadrapur Airport,Bhadrapur,NP,2
BFQ,Bahia Piña Airport,Puerto Piña,PA,2
BGK,Big Creek Airport,Big Creek,BZ,2
BHR,Bharatpur Airport,Bharatpur,NP,2
BID,Block Island State Airport,Block Island,US,2
BJT,Bentota River Waterdrome,Bentota,LK,2
BKC,Buckland Airport,Buckland,US,2
BKF,Lake Brooks Seaplane Base,Katmai National Park,US,2
BKM,Bakalalan Airport,Bakalalan,MY,2
BKZ,Bukoba Airport,Bukoba,TZ,2
BLB,Panamá Pacífico International Airport,Panamá City,PA,2
BLW,Beledweyne Airport,Beledweyne,SO,2
BMK,Borkum Airport,Borkum,DE,2
BMO,Banmaw Airport,Banmaw,MM,2
BMR,Baltrum Airport,Baltrum,DE,2
BMY,Île Art - Waala Airport,Waala,NC,2
BNB,Boende Airport,Boende,CD,2
BNY,Bellona/Anua Airport,Anua,SB,2
BOT,Bosset Airport,Bosset,PG,2
BQB,Busselton Margaret River Regional Airport,Busselton,AU,2
BQG,Bogorodskoye Airport,Bogorodskoye,RU,2
BQJ,Batagay Airport,Batagay,RU,2
BRA,Dom Ricardo Weberberger Airport,Barreiras,BR,2
BSX,Pathein Airport,Pathein,MM,2
BTT,Bettles Airport,Bettles,US,2
BTW,Bersujud Airport,Batu Licin,ID,2
BUC,Burketown Airport,Burketown Airport,AU,2
BUI,Bokondini Airport,Bokondini,ID,2
BUT,Bathpalathang Airport,Jakar,BT,2
BUU,Muara Bungo Airport,Muara Bungo,ID,2
BVS,Breves Airport,Breves,BR,2
BWX,Banyuwangi Airport,"Rogojampi, Banyuwangi",ID,2
BXG,Bendigo Airport,Bendigo Airport,AU,2
BXT,LNG Badak Airport,Bontang-Borneo Island,ID,2
BYO,Bonito Airport,Bonito,BR,2
BYR,Læsø Airport,Læsø,DK,2
BYW,Blakely Island Airport,Blakely Island,US,2
CAF,Carauari Airport,Carauari,BR,2
CAU,Caruaru Airport,Caruaru,BR,2
CCA,Chimore Airport,Chimore,BO,2
CCV,Craig Cove Airport,Craig Cove,VU,2
CEL,Canela Airport,Canela,BR,2
CEM,Central Airport,Central,US,2
CFB,Cabo Frio Airport,Cabo Frio,BR,2
CGA,Craig Seaplane Base,Craig,US,2
CHE,Tallinn Linnahall Heliport,Tallinn,EE,2
CHU,Chuathbaluk Airport,Chuathbaluk,US,2
CHY,Choiseul Bay Airport,Choiseul Bay,SB,2
CIH,Changzhi Wangcun Airport,Changzhi,CN,2
CIK,Chalkyitsik Airport,Chalkyitsik,US,2
CJN,Nusawiru Airport,Cijulang,ID,2
CJZ,Pedro Vieira Moreira Airport,Cajazeiras,BR,2
CKD,Crooked Creek Airport,Crooked Creek,US,2
CKW,Christmas Creek Airport,Christmas Creek Mine,AU,2
CKX,Chicken Airport,Chicken,US,2
CLP,Clarks Point Airport,Clarks Point,US,2
CLV,Nelson Ribeiro Guimarães Airport,Caldas Novas,BR,2
CNC,Coconut Island Airport,Coconut Island Airport,AU,2
CNI,Changhai Dachangshandao Airport,Dalian (Changhai),CN,2
COL,Coll Airport,Coll Island,GB,2
CRU,Lauriston Airport,Carriacou Island,GD,2
CSA,Colonsay Airstrip,Colonsay,GB,2
CSH,Solovki Airport,Solovetsky Islands,RU,2
CUA,Ciudad Constitución National Airport,Comondú,MX,2
CVU,Corvo Airport,Corvo,PT,2
CWS,Center Island Airport,Center Island,US,2
CXH,Vancouver Harbour Water Aerodrome,Vancouver,CA,2
CYF,Chefornak Airport,Chefornak,US,2
CYM,Chatham Seaplane Base,Chatham,US,2
CYT,Yakataga Airport,Yakataga,US,2
CYU,Cuyo Airport,Cuyo,PH,2
DAX,Dachuan Airport,Dazhou (Daxian),CN,2
DBA,Dalbandin Airport,Dalbandin,PK,2
DBM,Debre Markos Airport,Debre Markos,ET,2
DEE,Yuzhno-Kurilsk Mendeleyevo Airport,Yuzhno-Kurilsk,RU,2
DEM,Dembidollo Airport,Dembidollo,ET,2
DEX,Nop Goliat Dekai Airport,Dekai,ID,2
DGH,Deoghar Airport,Deoghar,IN,2
DHB,Deer Harbor SPB,Deer Harbor,US,2
DIO,Diomede Heliport,Diomede,US,2
DIU,Diu Airport,Diu,IN,2
DJB,Sultan Thaha Airport,Jambi,ID,2
DLR,Dalnerechensk Airport,Dalnerechensk,RU,2
DMD,Doomadgee Airport,Doomadgee Airport,AU,2
DOP,Dolpa Airport,Dolpa,NP,2
DPT,Deputatskiy Airport,Deputatskiy,RU,2
DQA,Daqing Sartu Airport,Daqing,CN,2
DRJ,Drietabbetje Airport,Drietabbetje,SR,2
DRV,Dharavandhoo Airport,Baa Atoll,MV,2
DSD,La Désirade Airport,Grande Anse,GP,2
DSE,Kombolcha Airport,Dessie,ET,2
DTB,Silangit Airport,Siborong-Borong,ID,2
DTD,Datadawai Airport,Datadawai-Borneo Island,ID,2
DTR,Decatur Shores Airport,Decatur,US,2
DWB,Soalala Airport,Soalala,MG,2
DWO,Diyawanna Oya Seaplane Base,Sri Jayawardenepura Kotte,LK,2
DXJ,Xiangxi Biancheng Airport,Xiangxi,CN,2
EAA,Eagle Airport,Eagle,US,2
EAX,Eduard Alexander Gummels Airport,Kwatta,SR,2
EBH,El Bayadh Airport,El Bayadh,DZ,2
EDA,Edna Bay Seaplane Base,Edna Bay,US,2
EDR,Pormpuraaw Airport,Pormpuraaw,AU,2
EEK,Eek Airport,Eek,US,2
EJT,Enejit Airport,Enejit Island,MH,2
EKS,Shakhtyorsk Airport,Shakhtyorsk,RU,2
ELI,Elim Airport,Elim,US,2
ELV,Elfin Cove Seaplane Base,Elfin Cove,US,2
EME,Emden Airport,Emden,DE,2
ENE,H. Hasan Aroeboesman (Ende) Airport,Ende,ID,2
ENI,El Nido Airport,El Nido,PH,2
ENT,Eniwetok Airport,Eniwetok Atoll,MH,2
EUA,Kaufana Airport,Eua Island,TO,2
EVG,Sveg Airport,Sveg,SE,2
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,US,2
FBD,Fayzabad Airport,Fayzabad,AF,2
FBE,Paulo Abdala Airport,Francisco Beltrão,BR,2
FBS,Friday Harbor Seaplane Base,Friday Harbor,US,2
FDE,"Førde Airport, Bringeland",Førde,NO,2
FHZ,Fakahina Airport,Fakahina,PF,2
FIE,Fair Isle Airport,Fair Isle,GB,2
FLS,Flinders Island Airport,Whitemark,AU,2
FMT,Faresmaathoda Airport,Faresmaathodaa,MV,2
FND,Funadhoo Airport,Funadhoo,MV,2
FNR,Funter Bay Seaplane Base,Funter Bay,US,2
FOA,Foula Airfield,Foula,GB,2
FRE,Fera/Maringe Airport,Fera Island,SB,2
FSH,Syekh Hamzah Fansyuri Airport,Singkil,ID,2
FTA,Futuna Airport,Futuna Island,VU,2
FTI,Fitiuta Airport,Fitiuta Village,AS,2
FUT,Pointe Vele Airport,Futuna Island,WF,2
GAX,Gamba Airport,Gamba,GA,2
GBI,Kalaburagi Airport,Kalaburagi,IN,2
GBZ,Great Barrier Aerodrome,Claris,NZ,2
GGF,Almeirim Airport,Almeirim,BR,2
GGJ,Guaíra Airport,Guaíra,BR,2
GGR,Garowe Airport,Garowe,SO,2
GGS,Gobernador Gregores Airport,Gobernador Gregores,AR,2
GIC,Boigu Island Airport,Boigu Island,AU,2
GKK,Kooddoo Airport,Huvadhu Atoll,MV,2
GLK,Galcaio Airport,Galcaio,SO,2
GLV,Golovin Airport,Golovin,US,2
GMI,Gasmata Island Airport,Gasmata Island,PG,2
GMZ,La Gomera Airport,"Alajero, La Gomera Island",ES,2
GNU,Goodnews Airport,Goodnews,US,2
GOY,Tura Mountain Airport,Tura,RU,2
GTA,Gatokae Aerodrome,Gatokae,SB,2
GTO,Jalaluddin Airport,Gorontalo,ID,2
GUB,Guerrero Negro Airport,San Quintín,MX,2
GUZ,Guarapari Airport,Guarapari,BR,2
GYZ,Gruyere Airport,Cosmo Newbery,AU,2
GZG,Garze Gesar Airport,Garzê (Garzê),CN,2
GZM,Xewkija Heliport,Gozo,MT,2
GZO,Nusatupe Airport,Gizo,SB,2
HAA,Hasvik Airport,Hasvik,NO,2
HAL,Halali Airport,Halali,NA,2
HBQ,Haibei Qilian Airport,Haibei (Qilian),CN,2
HBT,Hambantota Seaplane Base,Hambantota,LK,2
HDD,Hyderabad Airport,Hyderabad,PK,2
HDK,Kulhudhuffushi Airport,Kulhudhuffushi,MV,2
HDO,Hindon Airport / Hindon Air Force Station,Ghaziabad,IN,2
HEI,Heide-Büsum Airport,Oesterdeichstrich,DE,2
HFS,Hagfors Airport,Råda,SE,2
HGD,Hughenden Airport,Hughenden,AU,2
HGL,Helgoland-Düne Airport,Helgoland,DE,2
HHP,Shun Tak Heliport,Central and Western,HK,2
HHZ,Hikueru Airport,Hikueru,PF,2
HIL,Shilavo Airport,Shilavo,ET,2
HIS,Hayman Island Resort Seaplane Base,Hayman Island,AU,2
HJB,Hejing Bayinbuluke Airport,Hejing,CN,2
HLH,Ulanhot Yilelite Airport,Ulanhot,CN,2
HMS,Haji Muhammad Sidik Airport,Muara Teweh,ID,2
HMV,Hemavan Airport,Hemavan,SE,2
HNH,Hoonah Airport,Hoonah,US,2
HNY,Hengyang Nanyue Airport,Hengyang,CN,2
HOK,Hooker Creek Airport,Lajamanu,AU,2
HPB,Hooper Bay Airport,Hooper Bay,US,2
HQQ,Anyang Hongqiqu Airport,Anyang,CN,2
HRF,Hoarafushi Airport,Hoarafushi Airport,MV,2
HUE,Humera Airport,Akwi,ET,2
HUG,Huehuetenango Airport,Huehuetenango,GT,2
HUS,Hughes Airport,Hughes,US,2
HYG,Hydaburg Seaplane Base,Hydaburg,US,2
HYL,Hollis Clark Bay Seaplane Base,Hollis,US,2
IAO,Siargao Airport,Del Carmen,PH,2
IBB,General Villamil Airport,Puerto Villamil,EC,2
ICC,Andrés Miguel Salazar Marcano Airport,Isla de Coche,VE,2
ICI,Cicia Airport,Cicia,FJ,2
IGG,Igiugig Airport,Igiugig,US,2
IIA,Inishmaan Aerodrome,Inis Meáin,IE,2
IKE,Ikerasak Heliport,Ikerasak,GL,2
IKO,Nikolski Air Station,Nikolski,US,2
ILF,Ilford Airport,Ilford,CA,2
IMK,Simikot Airport,Simikot,NP,2
INB,Independence Airport,Independence,BZ,2
INO,Inongo Airport,Inongo,CD,2
INQ,Inisheer Aerodrome,Inis Oírr,IE,2
IOQ,Isortoq Heliport,Isortoq,GL,2
IOR,Inishmore Aerodrome,Inis Mór,IE,2
IOT,Illorsuit Heliport,Illorsuit,GL,2
IRA,Ngorangora Airport,Kirakira,SB,2
IRC,Circle City (New) Airport,Circle,US,2
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,BR,2
ISC,St. Mary's Airport,"St. Mary's, Isles of Scilly",GB,2
ITU,Iturup Airport,Kurilsk,RU,2
